"","Brewery_id","Brewery_Name","City","State","Beer_Name","Beer_ID","ABV","IBU","Style","Ounces"
"1021",167,"Oskar Blues Brewery","Longmont"," CO","One Hit Wonder",391,0.09,60,"American Double / Imperial IPA",12
"1025",169,"High Hops Brewery","Windsor"," CO","The Power of Zeus",2294,0.07,68,"American Pale Ale (APA)",12
"1026",169,"High Hops Brewery","Windsor"," CO","The Golden One",2295,0.063,21,"American Pilsner",12
"1028",170,"Crooked Fence Brewing Company","Garden City"," ID","Aviator Raspberry Blonde",2293,0.049,25,"American Blonde Ale",12
"1030",171,"Everybody's Brewing","White Salmon"," WA","Country Boy IPA",1504,0.062,80,"American IPA",12
"1031",171,"Everybody's Brewing","White Salmon"," WA","Little Sister India Style Session Ale",2292,0.043,60,"American IPA",12
"1034",172,"Anderson Valley Brewing Company","Boonville"," CA","Summer Solstice",1350,0.056,4,"Cream Ale",12
"1036",172,"Anderson Valley Brewing Company","Boonville"," CA","Barney Flats Oatmeal Stout",1520,0.057,13,"Oatmeal Stout",12
"1037",172,"Anderson Valley Brewing Company","Boonville"," CA","Hop Ottin' IPA",1327,0.07,80,"American IPA",12
"1038",172,"Anderson Valley Brewing Company","Boonville"," CA","Summer Solstice (2011)",77,0.056,4,"Cream Ale",12
"1039",172,"Anderson Valley Brewing Company","Boonville"," CA","Boont Amber Ale (2010)",811,0.058,15,"American Amber / Red Ale",12
"1040",172,"Anderson Valley Brewing Company","Boonville"," CA","Poleeko Gold Pale Ale (2009)",76,0.055,28,"American Pale Ale (APA)",12
"1041",172,"Anderson Valley Brewing Company","Boonville"," CA","Boont Amber Ale",1326,0.058,15,"American Amber / Red Ale",12
"1042",172,"Anderson Valley Brewing Company","Boonville"," CA","Hop Ottin' IPA (2011)",367,0.07,80,"American IPA",12
"1043",172,"Anderson Valley Brewing Company","Boonville"," CA","Barney Flats Oatmeal Stout (2012)",572,0.057,13,"Oatmeal Stout",12
"1045",172,"Anderson Valley Brewing Company","Boonville"," CA","Winter Solstice",523,0.069,6,"Winter Warmer",12
"1046",172,"Anderson Valley Brewing Company","Boonville"," CA","Boont Amber Ale (2011)",78,0.058,15,"American Amber / Red Ale",12
"1047",172,"Anderson Valley Brewing Company","Boonville"," CA","Summer Solstice Cerveza Crema (2009)",753,0.056,4,"Cream Ale",12
"1048",172,"Anderson Valley Brewing Company","Boonville"," CA","Barney Flats Oatmeal Stout",1221,0.057,13,"Oatmeal Stout",12
"1049",172,"Anderson Valley Brewing Company","Boonville"," CA","El Steinber Dark Lager",1217,0.055,25,"Vienna Lager",16
"1052",173,"Fiddlehead Brewing Company","Shelburne"," VT","Hodad Porter",1858,0.055,30,"American Porter",16
"1053",173,"Fiddlehead Brewing Company","Shelburne"," VT","Second Fiddle",1929,0.082,80,"American Double / Imperial IPA",16
"1077",177,"Rahr & Sons Brewing Company","Fort Worth"," TX","Pride of Texas Pale Ale",2229,0.058,60,"American Pale Ale (APA)",12
"1080",178,"18th Street Brewery","Gary"," IN","Bitter Bitch",1979,0.061,60,"American Pale Ale (APA)",12
"1096",180,"Carolina Brewery","Pittsboro"," NC","Santa's Secret",2255,0.059,22,"Winter Warmer",16
"1098",181,"Frog Level Brewing Company","Waynesville"," NC","Salamander Slam",2254,0.07,73,"American IPA",16
"1099",182,"Wild Wolf Brewing Company","Nellysford"," VA","Wild Wolf American Pilsner",1195,0.045,25,"American Pilsner",12
"1100",182,"Wild Wolf Brewing Company","Nellysford"," VA","Alpha Ale",1194,0.051,45,"American Pale Ale (APA)",12
"1101",182,"Wild Wolf Brewing Company","Nellysford"," VA","Blonde Hunny",2253,0.068,21,"Belgian Pale Ale",12
"1102",182,"Wild Wolf Brewing Company","Nellysford"," VA","Wild Wolf Wee Heavy Scottish Style Ale",1318,0.057,20,"Scotch Ale / Wee Heavy",12
"1103",183,"COOP Ale Works","Oklahoma City"," OK","F5 IPA",1442,0.068,100,"American IPA",16
"1105",183,"COOP Ale Works","Oklahoma City"," OK","Horny Toad Cerveza (2013)",169,0.053,25,"American Blonde Ale",16
"1106",183,"COOP Ale Works","Oklahoma City"," OK","Native Amber (2013)",170,0.063,35,"American Amber / Red Ale",16
"1107",183,"COOP Ale Works","Oklahoma City"," OK","Native Amber",2213,0.063,35,"American Amber / Red Ale",16
"1108",183,"COOP Ale Works","Oklahoma City"," OK","Horny Toad Cerveza",2214,0.053,25,"American Blonde Ale",16
"1109",184,"Seventh Son Brewing Company","Columbus"," OH","Seventh Son Hopped Red Ale",1767,0.077,40,"American Amber / Red Ale",16
"1110",184,"Seventh Son Brewing Company","Columbus"," OH","Humulus Nimbus Super Pale Ale",1766,0.06,53,"American Pale Ale (APA)",16
"1111",184,"Seventh Son Brewing Company","Columbus"," OH","Seventh Son of a Seventh Son",2250,0.077,40,"American Strong Ale",16
"1112",184,"Seventh Son Brewing Company","Columbus"," OH","Stone Fort Brown Ale",1768,0.053,20,"English Brown Ale",16
"1113",184,"Seventh Son Brewing Company","Columbus"," OH","Golden Ratio IPA",1765,0.07,68,"American IPA",16
"1114",185,"Oasis Texas Brewing Company","Austin"," TX","Lake Monster",2247,0.082,25,"Baltic Porter",16
"1115",185,"Oasis Texas Brewing Company","Austin"," TX","London Homesick Ale",2071,0.049,27,"English Bitter",12
"1116",185,"Oasis Texas Brewing Company","Austin"," TX","Luchesa Lager",2070,0.048,35,"Keller Bier / Zwickel Bier",12
"1117",185,"Oasis Texas Brewing Company","Austin"," TX","Slow Ride",2069,0.048,35,"American Pale Ale (APA)",12
"1124",188,"Pedernales Brewing Company","Fredericksburg"," TX","Lobo Lito",2238,0.04,12,"Light Lager",12
"1125",188,"Pedernales Brewing Company","Fredericksburg"," TX","Robert Earl Keen Honey Pils",2144,0.05,17,"American Pilsner",12
"1126",189,"Mother's Brewing","Springfield"," MO","Towhead",2237,0.052,21,"American Blonde Ale",12
"1127",189,"Mother's Brewing","Springfield"," MO","Lil' Helper",2208,0.07,70,"American IPA",12
"1129",191,"Two Beers Brewing Company","Seattle"," WA","Immersion Amber",1660,0.052,27,"American Amber / Red Ale",12
"1130",191,"Two Beers Brewing Company","Seattle"," WA","Trailhead India Style Session Ale (2011)",482,0.048,48,"American IPA",12
"1131",191,"Two Beers Brewing Company","Seattle"," WA","SoDo Brown Ale",519,0.054,20,"American Brown Ale",12
"1133",191,"Two Beers Brewing Company","Seattle"," WA","Evolutionary IPA (2011)",505,0.062,70,"American IPA",12
"1134",191,"Two Beers Brewing Company","Seattle"," WA","Evolutionary IPA (2012)",1173,0.062,70,"American IPA",12
"1135",191,"Two Beers Brewing Company","Seattle"," WA","Trailhead ISA",1661,0.048,48,"American IPA",12
"1136",191,"Two Beers Brewing Company","Seattle"," WA","Immersion Amber Ale (2011)",518,0.052,27,"American Amber / Red Ale",12
"1137",191,"Two Beers Brewing Company","Seattle"," WA","Evo IPA",1659,0.062,70,"American IPA",12
"1139",191,"Two Beers Brewing Company","Seattle"," WA","Persnickety Pale",560,0.057,36,"American Pale Ale (APA)",12
"1140",191,"Two Beers Brewing Company","Seattle"," WA","Day Hike Session",2235,0.041,41,"American IPA",12
"1141",192,"Snake River Brewing Company","Jackson"," WY","Snake River Lager",406,0.05,18,"Vienna Lager",12
"1142",192,"Snake River Brewing Company","Jackson"," WY","Snow King Pale Ale",1606,0.06,55,"American Pale Ale (APA)",12
"1143",192,"Snake River Brewing Company","Jackson"," WY","OB-1 Organic Ale",407,0.05,22,"English Brown Ale",12
"1144",192,"Snake River Brewing Company","Jackson"," WY","Snake River Pale Ale",402,0.052,32,"American Pale Ale (APA)",12
"1145",192,"Snake River Brewing Company","Jackson"," WY","Pako’s EyePA",393,0.068,60,"American IPA",12
"1146",192,"Snake River Brewing Company","Jackson"," WY","Zonker Stout",617,0.054,36,"Foreign / Export Stout",12
"1148",193,"Capital Brewery","Middleton"," WI","Wisconsin Amber",2226,0.052,28,"Vienna Lager",12
"1149",193,"Capital Brewery","Middleton"," WI","Dark Voyage Black IPA (2013)",2227,0.065,80,"American Black Ale",12
"1150",193,"Capital Brewery","Middleton"," WI","Mutiny IPA",1177,0.062,70,"American IPA",12
"1153",193,"Capital Brewery","Middleton"," WI","Lake House",1910,0.046,18,"Munich Helles Lager",16
"1157",193,"Capital Brewery","Middleton"," WI","Lake House",2225,0.046,18,"Munich Helles Lager",12
"1158",193,"Capital Brewery","Middleton"," WI","Ghost Ship White IPA",1954,0.056,55,"American IPA",12
"1162",195,"Goodlife Brewing Co.","Bend"," OR","Mountain Rescue Pale Ale",2205,0.055,40,"American Pale Ale (APA)",12
"1164",197,"Goose Island Brewery Company","Chicago"," IL","Goose Island India Pale Ale",2198,0.059,55,"American IPA",12
"1165",198,"Burnside Brewing Co.","Portland"," OR","Couch Select Lager",2196,0.05,14,"American Pale Lager",12
"1166",199,"Hop Valley Brewing Company","Springfield"," OR","541 American Lager",1354,0.048,13,"American Pale Lager",12
"1167",199,"Hop Valley Brewing Company","Springfield"," OR","Festeroo Winter Ale",1605,0.078,60,"American Strong Ale",12
"1168",199,"Hop Valley Brewing Company","Springfield"," OR","Double D Blonde (2011)",498,0.049,20,"American Blonde Ale",12
"1169",199,"Hop Valley Brewing Company","Springfield"," OR","Alphadelic IPA (2011)",499,0.065,90,"American IPA",12
"1170",199,"Hop Valley Brewing Company","Springfield"," OR","Proxima IPA",1543,0.063,70,"American IPA",12
"1171",199,"Hop Valley Brewing Company","Springfield"," OR","Double D Blonde",2195,0.049,20,"American Blonde Ale",12
"1172",199,"Hop Valley Brewing Company","Springfield"," OR","Double D Blonde (2013)",1390,0.049,20,"American Blonde Ale",12
"1173",199,"Hop Valley Brewing Company","Springfield"," OR","Alphadelic IPA",1353,0.065,90,"American IPA",12
"1174",200,"Worthy Brewing Company","Bend"," OR","Worthy IPA",2194,0.069,69,"American IPA",12
"1175",200,"Worthy Brewing Company","Bend"," OR","Lights Out Vanilla Cream Extra Stout",1513,0.077,30,"American Double / Imperial IPA",12
"1176",200,"Worthy Brewing Company","Bend"," OR","Worthy IPA (2013)",1512,0.069,69,"American IPA",12
"1177",200,"Worthy Brewing Company","Bend"," OR","Worthy Pale",1511,0.06,50,"American Pale Ale (APA)",12
"1178",200,"Worthy Brewing Company","Bend"," OR","Easy Day Kolsch",1514,0.045,25,"Kölsch",12
"1184",202,"Fearless Brewing Company","Estacada"," OR","Loki Red Ale",2191,0.075,53,"American Amber / Red Ale",16
"1187",202,"Fearless Brewing Company","Estacada"," OR","Loki Red Ale (2013)",895,0.075,53,"American Amber / Red Ale",16
"1190",203,"Upland Brewing Company","Bloomington"," IN","Campside Session IPA",2190,0.045,50,"American IPA",16
"1191",203,"Upland Brewing Company","Bloomington"," IN","Upland Wheat Ale",1951,0.045,15,"Witbier",16
"1192",204,"Mehana Brewing Co.","Hilo"," HI","Hawaiian Crow Porter",2178,0.052,27,"American Porter",12
"1193",204,"Mehana Brewing Co.","Hilo"," HI","Tsunami IPA",2185,0.072,75,"American IPA",12
"1194",204,"Mehana Brewing Co.","Hilo"," HI","Tsunami IPA",2186,0.072,75,"American IPA",19.2
"1195",204,"Mehana Brewing Co.","Hilo"," HI","Volcano Red Ale",2177,0.052,23,"American Amber / Red Ale",12
"1196",204,"Mehana Brewing Co.","Hilo"," HI","Humpback Blonde Ale",2184,0.042,22,"American Blonde Ale",12
"1197",204,"Mehana Brewing Co.","Hilo"," HI","Mauna Kea Pale Ale",2176,0.054,42,"American Pale Ale (APA)",12
"1205",206,"People's Brewing Company","Lafayette"," IN","Amazon Princess IPA",2168,0.062,62,"American IPA",12
"1206",206,"People's Brewing Company","Lafayette"," IN","Mound Builder IPA",2175,0.065,77,"American IPA",12
"1212",207,"Fort George Brewery","Astoria"," OR","Vortex IPA",318,0.074,97,"American IPA",16
"1219",208,"Branchline Brewing Company","San Antonio"," TX","Evil Owl",2167,0.052,40,"American Amber / Red Ale",12
"1220",209,"Kalona Brewing Company","Kalona"," IA","Lewbricator Wheat Dopplebock ",2162,0.075,24,"Doppelbock",12
"1222",210,"Modern Times Beer","San Diego"," CA","Lomaland",1495,0.055,30,"Saison / Farmhouse Ale",16
"1223",210,"Modern Times Beer","San Diego"," CA","Booming Rollers",2157,0.068,75,"American IPA",16
"1224",210,"Modern Times Beer","San Diego"," CA","Fortunate Islands",1494,0.047,46,"American Pale Wheat Ale",16
"1225",210,"Modern Times Beer","San Diego"," CA","City of the Sun",2159,0.075,85,"American IPA",16
"1226",210,"Modern Times Beer","San Diego"," CA","Oneida",2156,0.052,50,"American Pale Ale (APA)",16
"1227",210,"Modern Times Beer","San Diego"," CA","Blazing World",1492,0.065,115,"American Amber / Red Ale",16
"1228",210,"Modern Times Beer","San Diego"," CA","Aurora ",2154,0.067,75,"American Amber / Red Ale",16
"1229",210,"Modern Times Beer","San Diego"," CA","Black House",1493,0.058,40,"American Stout",16
"1235",212,"Wisconsin Brewing Company","Verona"," WI","#002 American I.P.A.",2148,0.071,60,"American IPA",12
"1236",212,"Wisconsin Brewing Company","Verona"," WI","#004 Session I.P.A.",2146,0.048,38,"American IPA",12
"1244",214,"Grapevine Craft Brewery","Farmers Branch"," TX","Sir William's English Brown Ale",2127,0.049,21,"English Brown Ale",12
"1245",214,"Grapevine Craft Brewery","Farmers Branch"," TX","Monarch Classic American Wheat",2129,0.043,21,"American Pale Wheat Ale",12
"1246",214,"Grapevine Craft Brewery","Farmers Branch"," TX","Lakefire Rye Pale Ale",2126,0.055,35,"American Pale Ale (APA)",12
"1247",215,"Buffalo Bayou Brewing Company","Houston"," TX","1836",2125,0.06,40,"American Blonde Ale",12
"1248",215,"Buffalo Bayou Brewing Company","Houston"," TX","Summer's Wit",2124,0.06,20,"Witbier",12
"1249",215,"Buffalo Bayou Brewing Company","Houston"," TX","More Cowbell",2123,0.09,118,"American Double / Imperial IPA",16
"1250",216,"Texian Brewing Co.","Richmond"," TX","Brutus",2116,0.071,69,"English India Pale Ale (IPA)",12
"1251",216,"Texian Brewing Co.","Richmond"," TX","Battle LIne",2118,0.063,23,"American Brown Ale",12
"1252",216,"Texian Brewing Co.","Richmond"," TX","First Stand",2119,0.055,35,"Saison / Farmhouse Ale",12
"1253",216,"Texian Brewing Co.","Richmond"," TX","Broken Bridge",2117,0.056,12,"Dunkelweizen",12
"1256",218,"Forgotten Boardwalk","Cherry Hill"," NJ","What the Butler Saw",2111,0.05,18,"Witbier",12
"1257",218,"Forgotten Boardwalk","Cherry Hill"," NJ","1916 Shore Shiver",2110,0.069,65,"American IPA",12
"1258",219,"Laughing Dog Brewing Company","Ponderay"," ID","Laughing Dog Cream Ale",2108,0.05,12,"Cream Ale",12
"1259",219,"Laughing Dog Brewing Company","Ponderay"," ID","Two-One Niner",1397,0.048,9,"American Pilsner",12
"1260",219,"Laughing Dog Brewing Company","Ponderay"," ID","Laughing Dog IPA",1396,0.064,66,"American IPA",12
"1262",220,"Bozeman Brewing Company","Bozeman"," MT","Plum St. Porter",1573,0.057,52,"American Porter",12
"1263",220,"Bozeman Brewing Company","Bozeman"," MT","Bozone HopZone IPA",1289,0.07,80,"American IPA",12
"1264",220,"Bozeman Brewing Company","Bozeman"," MT","Plum St. Porter",2107,0.06,52,"American Porter",12
"1265",220,"Bozeman Brewing Company","Bozeman"," MT","Bozone Hefe Weizen",1288,0.06,25,"Hefeweizen",12
"1266",221,"Big Choice Brewing","Broomfield"," CO","Hemlock Double IPA",1762,0.095,104,"American Double / Imperial IPA",12
"1268",221,"Big Choice Brewing","Broomfield"," CO","Aprè Shred",2104,0.081,17,"American Strong Ale",16
"1269",221,"Big Choice Brewing","Broomfield"," CO","Disconnected Red",1067,0.067,85,"American Amber / Red Ale",16
"1270",222,"Big Storm Brewing Company","Odessa"," FL","Arcus IPA",2096,0.069,81,"American IPA",12
"1271",222,"Big Storm Brewing Company","Odessa"," FL","Wavemaker",2095,0.058,38,"American Amber / Red Ale",12
"1272",223,"Carton Brewing Company","Atlantic Highlands"," NJ","Monkey Chased the Weasel",1941,0.039,9,"Berliner Weissbier",16
"1273",223,"Carton Brewing Company","Atlantic Highlands"," NJ","Boat Beer",1439,0.042,35,"American IPA",12
"1274",223,"Carton Brewing Company","Atlantic Highlands"," NJ","077XX",1940,0.078,80,"American Double / Imperial IPA",16
"1275",223,"Carton Brewing Company","Atlantic Highlands"," NJ","Epitome",2094,0.099,100,"American Black Ale",16
"1276",224,"Midnight Sun Brewing Company","Anchorage"," AK","Pleasure Town IPA",1814,0.063,61,"American IPA",12
"1277",224,"Midnight Sun Brewing Company","Anchorage"," AK","Kodiak Brown Ale",586,0.05,24,"American Brown Ale",12
"1278",224,"Midnight Sun Brewing Company","Anchorage"," AK","Sockeye Red IPA",434,0.057,70,"American IPA",12
"1279",224,"Midnight Sun Brewing Company","Anchorage"," AK","Snowshoe White Ale",587,0.048,12,"Witbier",12
"1280",224,"Midnight Sun Brewing Company","Anchorage"," AK","Pleasure Town",2093,0.063,61,"American IPA",12
"1281",225,"Fat Head's Brewery","Middleburg Heights"," OH","Trail Head",2089,0.063,55,"American Pale Ale (APA)",12
"1282",225,"Fat Head's Brewery","Middleburg Heights"," OH","Hop Stalker Fresh Hop IPA",2088,0.07,80,"American IPA",16
"1283",226,"Refuge Brewery","Temecula"," CA","Blood Orange Wit",2087,0.05,16,"Witbier",16
"1284",227,"Chatham Brewing","Chatham"," NY","8 Barrel",2080,0.08,69,"American Strong Ale",16
"1285",227,"Chatham Brewing","Chatham"," NY","Oktoberfest",2079,0.055,40,"Märzen / Oktoberfest",16
"1286",228,"DC Brau Brewing Company","Washington"," DC","The Corruption",186,0.065,80,"American IPA",12
"1288",228,"DC Brau Brewing Company","Washington"," DC","On the Wings of Armageddon",851,0.092,115,"American Double / Imperial IPA",12
"1289",228,"DC Brau Brewing Company","Washington"," DC","The Tradition",1809,0.05,15,"American Blonde Ale",12
"1290",228,"DC Brau Brewing Company","Washington"," DC","El Hefe Speaks",1263,0.053,11,"Hefeweizen",12
"1294",229,"Geneva Lake Brewing Company","Lake Geneva"," WI","No Wake IPA",2077,0.072,50,"American IPA",12
"1295",229,"Geneva Lake Brewing Company","Lake Geneva"," WI","Boathouse Blonde",2076,0.049,15,"American Blonde Ale",12
"1296",229,"Geneva Lake Brewing Company","Lake Geneva"," WI","Cedar Point",2075,0.05,26,"American Amber / Red Ale",12
"1304",231,"Cape Ann Brewing Company","Gloucester"," MA","Fisherman's IPA",2066,0.055,64,"American IPA",12
"1305",231,"Cape Ann Brewing Company","Gloucester"," MA","Dead-Eye DIPA",2067,0.09,130,"American Double / Imperial IPA",16
"1306",231,"Cape Ann Brewing Company","Gloucester"," MA","Fisherman's Pils",2065,0.054,35,"German Pilsener",12
"1307",231,"Cape Ann Brewing Company","Gloucester"," MA","Fisherman's Brew",2064,0.055,30,"American Amber / Red Ale",12
"1308",231,"Cape Ann Brewing Company","Gloucester"," MA","Imperial Pumpkin Stout",2068,0.099,43,"Pumpkin Ale",16
"1309",232,"Borderlands Brewing Company","Tucson"," AZ","Noche Dulce",2062,0.071,16,"American Porter",16
"1311",234,"Joseph James Brewing Company","Henderson"," NV","Hop Box Imperial IPA",468,0.093,90,"American Double / Imperial IPA",12
"1312",234,"Joseph James Brewing Company","Henderson"," NV","Fox Tail Gluten Free Ale",469,0.05,50,"American Pale Ale (APA)",12
"1313",234,"Joseph James Brewing Company","Henderson"," NV","Weize Guy",2060,0.05,15,"Hefeweizen",12
"1314",234,"Joseph James Brewing Company","Henderson"," NV","Joseph James American Lager",467,0.052,15,"American Adjunct Lager",12
"1316",235,"Harpoon Brewery","Boston"," MA","UFO Pumpkin",1340,0.059,20,"Pumpkin Ale",12
"1317",235,"Harpoon Brewery","Boston"," MA","Harpoon Summer Beer",1380,0.05,28,"Kölsch",12
"1318",235,"Harpoon Brewery","Boston"," MA","Harpoon IPA (2012)",770,0.059,42,"American IPA",12
"1319",235,"Harpoon Brewery","Boston"," MA","Harpoon IPA",1379,0.059,42,"American IPA",12
"1320",235,"Harpoon Brewery","Boston"," MA","Harpoon Summer Beer (2010)",192,0.05,28,"Kölsch",12
"1321",235,"Harpoon Brewery","Boston"," MA","UFO Gingerland",2059,0.052,15,"Herbed / Spiced Beer",12
"1322",235,"Harpoon Brewery","Boston"," MA","Harpoon Octoberfest",1313,0.055,30,"Märzen / Oktoberfest",12
"1323",235,"Harpoon Brewery","Boston"," MA","The Long Thaw White IPA",1653,0.062,45,"American White IPA",12
"1324",235,"Harpoon Brewery","Boston"," MA","Harpoon IPA (2010)",126,0.059,42,"American IPA",12
"1325",235,"Harpoon Brewery","Boston"," MA","UFO White",610,0.048,10,"American Pale Wheat Ale",12
"1326",235,"Harpoon Brewery","Boston"," MA","Harpoon Summer Beer (2012)",769,0.05,28,"Kölsch",12
"1332",237,"Champion Brewing Company","Charlottesville"," VA","Killer Kolsch",2055,0.05,22,"Kölsch",12
"1333",237,"Champion Brewing Company","Charlottesville"," VA","Missile IPA",1933,0.07,65,"American IPA",12
"1334",237,"Champion Brewing Company","Charlottesville"," VA","Black Me Stout",2056,0.06,45,"American Stout",12
"1336",238,"Devil's Backbone Brewing Company","Lexington"," VA","Striped Bass Pale Ale",1201,0.052,26,"American Pale Ale (APA)",12
"1337",238,"Devil's Backbone Brewing Company","Lexington"," VA","Bravo Four Point",2051,0.044,45,"American Pale Ale (APA)",12
"1338",239,"Newburgh Brewing Company","Newburgh"," NY","Cream Ale",2050,0.042,35,"Cream Ale",12
"1339",240,"Wiseacre Brewing Company","Memphis"," TN","Ananda India Pale Ale",1470,0.062,61,"American IPA",12
"1340",240,"Wiseacre Brewing Company","Memphis"," TN","Tiny Bomb",1469,0.045,23,"American Pilsner",12
"1342",241,"Golden Road Brewing","Los Angeles"," CA","Heal the Bay IPA",1399,0.068,65,"American IPA",16
"1343",241,"Golden Road Brewing","Los Angeles"," CA","Might As Well IPL",2045,0.072,75,"American Pale Lager",16
"1344",241,"Golden Road Brewing","Los Angeles"," CA","Wolf Among Weeds IPA",1698,0.08,70,"American IPA",16
"1345",241,"Golden Road Brewing","Los Angeles"," CA","Better Weather IPA",1641,0.094,92,"American IPA",16
"1346",241,"Golden Road Brewing","Los Angeles"," CA","Saison Pamplemousse",1960,0.058,35,"Saison / Farmhouse Ale",12
"1347",241,"Golden Road Brewing","Los Angeles"," CA","Get Up Offa That Brown",991,0.055,20,"American Brown Ale",16
"1348",241,"Golden Road Brewing","Los Angeles"," CA","Point the Way IPA",1490,0.059,60,"American IPA",16
"1350",241,"Golden Road Brewing","Los Angeles"," CA","Point the Way IPA",1296,0.059,60,"American IPA",12
"1351",241,"Golden Road Brewing","Los Angeles"," CA","Point the Way IPA (2012)",549,0.059,60,"American IPA",16
"1352",241,"Golden Road Brewing","Los Angeles"," CA","2020 IPA",1777,0.074,74,"American IPA",16
"1353",241,"Golden Road Brewing","Los Angeles"," CA","Golden Road Hefeweizen",1489,0.046,15,"Hefeweizen",16
"1354",241,"Golden Road Brewing","Los Angeles"," CA","Golden Road Hefeweizen (2012)",548,0.046,15,"Hefeweizen",16
"1355",241,"Golden Road Brewing","Los Angeles"," CA","Burning Bush Smoked IPA",750,0.08,70,"American IPA",16
"1356",241,"Golden Road Brewing","Los Angeles"," CA","Wolf Among Weeds IPA (2012)",749,0.08,70,"American IPA",16
"1357",242,"New Republic Brewing Company","College Station"," TX","Skylight",2043,0.056,20,"Dunkelweizen",12
"1358",242,"New Republic Brewing Company","College Station"," TX","Kadigan",2042,0.056,30,"American Blonde Ale",12
"1359",242,"New Republic Brewing Company","College Station"," TX","Dammit Jim!",2041,0.052,50,"American Amber / Red Ale",12
"1360",243,"Infamous Brewing Company","Austin"," TX","Hijack",1774,0.055,20,"Cream Ale",12
"1361",243,"Infamous Brewing Company","Austin"," TX","Infamous IPA",2038,0.07,75,"American IPA",12
"1363",245,"Lift Bridge Brewing Company","Stillwater"," MN","Getaway",2036,0.052,30,"German Pilsener",16
"1364",245,"Lift Bridge Brewing Company","Stillwater"," MN","Farm Girl Saison",1168,0.06,30,"Saison / Farmhouse Ale",16
"1365",246,"Lucky Town Brewing Company","Jackson"," MS","Pub Ale",2033,0.038,18,"English Dark Mild Ale",12
"1366",246,"Lucky Town Brewing Company","Jackson"," MS","Ballistic Blonde",2032,0.051,31,"Belgian Pale Ale",12
"1367",247,"Quest Brewing Company","Greenville"," SC","Smoking Mirror",2030,0.055,30,"American Porter",12
"1368",247,"Quest Brewing Company","Greenville"," SC","Golden Fleece",2031,0.045,35,"Belgian Pale Ale",12
"1369",248,"Creature Comforts","Athens"," GA","Tropicalia",2029,0.065,65,"American IPA",12
"1371",249,"Half Full Brewery","Stamford"," CT","Pursuit",2026,0.07,40,"American IPA",12
"1372",249,"Half Full Brewery","Stamford"," CT","Half Full Bright Ale",1361,0.052,18,"American Blonde Ale",12
"1374",251,"Chapman's Brewing","Angola"," IN","Pail Ale",2017,0.055,30,"American Pale Ale (APA)",16
"1375",251,"Chapman's Brewing","Angola"," IN","Ale Cider",2018,0.065,8,"Fruit / Vegetable Beer",16
"1379",252,"Barrio Brewing Company","Tucson"," AZ","Barrio Blanco",2005,0.06,60,"American IPA",12
"1380",253,"Santa Cruz Mountain Brewing","Santa Cruz"," CA","Giant DIPA",2002,0.089,88,"American Double / Imperial IPA",16
"1383",254,"Frankenmuth Brewery","Frankenmuth"," MI","Twisted Helles Summer Lager",1208,0.055,18,"Munich Helles Lager",12
"1384",254,"Frankenmuth Brewery","Frankenmuth"," MI","Batch 69 IPA",1556,0.069,69,"American IPA",12
"1395",257,"Finch's Beer Company","Chicago"," IL","Fascist Pig Ale",935,0.08,72,"American Amber / Red Ale",16
"1400",257,"Finch's Beer Company","Chicago"," IL","Sobek & Set",1664,0.08,80,"American Black Ale",16
"1401",257,"Finch's Beer Company","Chicago"," IL","Wet Hot American Wheat Ale",1662,0.05,22,"American Pale Wheat Ale",16
"1402",258,"South Austin Brewery","South Austin"," TX","Kol' Beer",1969,0.05,22,"Kölsch",16
"1403",258,"South Austin Brewery","South Austin"," TX","LuckenBock",1972,0.07,18,"Bock",16
"1405",258,"South Austin Brewery","South Austin"," TX","Texas Pale Ale (TPA)",1971,0.055,40,"American IPA",16
"1406",259,"Bauhaus Brew Labs","Minneapolis"," MN","Wagon Party",1966,0.054,55,"California Common / Steam Beer",12
"1407",259,"Bauhaus Brew Labs","Minneapolis"," MN","Stargrazer",1964,0.05,28,"Schwarzbier",12
"1408",259,"Bauhaus Brew Labs","Minneapolis"," MN","Wonderstuff",1963,0.054,48,"German Pilsener",12
"1409",259,"Bauhaus Brew Labs","Minneapolis"," MN","Sky-Five",1965,0.067,70,"American IPA",12
"1410",260,"Ozark Beer Company","Rogers"," AR","Ozark American Pale Ale",1961,0.04,39,"American Pale Ale (APA)",12
"1412",262,"Otter Creek Brewing","Waterbury"," VT","Overgrown American Pale Ale",1946,0.055,55,"American Pale Ale (APA)",12
"1419",265,"Ska Brewing Company","Durango"," CO","ESB Special Ale",68,0.057,58,"Extra Special / Strong Bitter (ESB)",12
"1420",265,"Ska Brewing Company","Durango"," CO","Estival Cream Stout",1297,0.058,15,"American Stout",12
"1424",265,"Ska Brewing Company","Durango"," CO","Modus Hoperandi",1521,0.068,65,"American IPA",12
"1427",265,"Ska Brewing Company","Durango"," CO","Mexican Logger",386,0.042,18,"American Pale Lager",12
"1428",265,"Ska Brewing Company","Durango"," CO","Modus Hoperandi",67,0.068,65,"American IPA",12
"1430",266,"Tractor Brewing Company","Albuquerque"," NM","Almanac IPA",1938,0.062,72,"American IPA",12
"1432",266,"Tractor Brewing Company","Albuquerque"," NM","Farmer's Tan Red Ale",1936,0.06,30,"American Amber / Red Ale",12
"1434",267,"Peak Organic Brewing Company","Portland"," ME","Summer Session Ale",1930,0.05,61,"American Pale Wheat Ale",12
